date,CPI,CPI_yoy,CPI_mom,PPI,PPI_yoy,interest rate,previous interest rate,next interest rate,previous change,present change
1954-08-01,26.85,0.0,-0.0372300819061699,29.3,0.0,1.22,0.8,1.07,0.4199999999999999,-0.1499999999999999
1954-09-01,26.81,-0.2975083674228385,-0.1489757914339029,29.2,-0.6802721088435382,1.07,1.22,0.85,-0.1499999999999999,-0.22
1954-10-01,26.72,-0.8534322820037077,-0.3356956359567342,29.1,-0.3424657534246478,0.85,1.07,0.83,-0.22,-0.02
1954-11-01,26.78,-0.2607076350093162,0.2245508982035904,29.2,0.3436426116838476,0.83,0.85,1.28,-0.02,0.45
1954-12-01,26.77,-0.372162262746567,-0.0373412994772226,29.0,-0.6849315068493178,1.28,0.83,1.39,0.45,0.1099999999999998
1955-01-01,26.77,-0.6310319227913919,0.0,29.2,-0.6802721088435382,1.39,1.28,1.29,0.1099999999999998,-0.0999999999999998
1955-02-01,26.82,-0.6298629121896937,0.1867762420620033,29.3,0.0,1.29,1.39,1.35,-0.0999999999999998,0.06
1955-03-01,26.79,-0.519866320089124,-0.1118568232662209,29.2,-0.3412969283276501,1.35,1.29,1.43,0.06,0.0799999999999998
1955-04-01,26.79,-0.2606105733432673,0.0,29.3,-0.340136054421758,1.43,1.35,1.43,0.0799999999999998,0.0
1955-05-01,26.77,-0.5941329372447068,-0.0746547219111604,29.1,-1.0204081632652962,1.43,1.43,1.64,0.0,0.2099999999999999
1955-06-01,26.71,-0.8537490720118779,-0.2241314904744107,29.3,0.34246575342467,1.64,1.43,1.68,0.2099999999999999,0.04
1955-07-01,26.76,-0.3723008190617993,0.1871958068139223,29.3,0.0,1.68,1.64,1.96,0.04,0.28
1955-08-01,26.72,-0.484171322160154,-0.1494768310911887,29.4,0.3412969283276279,1.96,1.68,2.18,0.28,0.2200000000000002
1955-09-01,26.85,0.1491980604252152,0.4865269461078014,29.6,1.3698630136986356,2.18,1.96,2.24,0.2200000000000002,0.06
1955-10-01,26.82,0.374251497005984,-0.1117318435754244,29.6,1.718213058419238,2.24,2.18,2.35,0.06,0.1099999999999998
1955-11-01,26.88,0.3734129947722042,0.2237136465324418,29.5,1.0273972602739656,2.35,2.24,2.48,0.1099999999999998,0.1299999999999999
1955-12-01,26.87,0.3735524841240289,-0.0372023809523724,29.5,1.724137931034475,2.48,2.35,2.45,0.1299999999999999,-0.0299999999999998
